,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2021-07-01,AAPL,134.5111846923828,137.3300018310547,135.75999450683594,136.60000610351562,52485800.0,3.0,2.3845882186989513,135.94311896977533,121.13228462519535,60.29733714112889,148.7921524806236,18.25061326196772,126.72880172729492,127.2628547668457,15.479999542236328,38.2925115237075
0,2021-07-01,AMGN,219.1915283203125,247.10000610351562,243.5500030517578,243.74000549316406,2091600.0,3.0,0.2604240925758461,218.49782050577986,209.08009544881,53.88646286089537,95.93024775987276,12.164482770542659,213.81337025960286,217.5236483256022,15.479999542236328,38.2925115237075
0,2021-07-01,AXP,159.70562744140625,167.3699951171875,164.69000244140625,165.64999389648438,2685900.0,3.0,1.8610286823694082,161.88245185745842,152.80789085494393,59.333651371904885,82.0567204954775,12.459133812409117,155.78294169108074,150.2918940226237,15.479999542236328,38.2925115237075
0,2021-07-01,BA,239.72999572753906,241.8000030517578,238.61000061035156,240.36000061035156,9516200.0,3.0,-0.4270257692000712,254.90131407115177,234.7116864171295,49.632692134059496,-57.55579691550604,1.0904821802698488,244.55133361816405,240.84583333333333,15.479999542236328,38.2925115237075
0,2021-07-01,CAT,201.26675415039062,219.7899932861328,216.14999389648438,219.16000366210938,2426300.0,3.0,-4.538673192474221,224.5466764296186,185.99720174420955,44.105013508075736,-58.44555011885866,12.636602658159859,211.10301717122397,214.04315236409505,15.479999542236328,38.2925115237075
0,2021-07-01,CRM,243.61927795410156,246.58999633789062,242.6199951171875,244.5,3899600.0,3.0,3.8480595432263556,246.8353792168869,234.65230388858186,57.67996704862117,79.55412184737202,18.95866852835268,236.6150685628255,230.1107317606608,15.479999542236328,38.2925115237075
0,2021-07-01,CSCO,47.70124053955078,53.599998474121094,53.0,53.04999923706055,15074800.0,3.0,0.021171689707330188,49.05608684762988,46.446368673,54.95060971483416,6.040962906175393,3.205107340928866,47.592342376708984,46.999796295166014,15.479999542236328,38.2925115237075
0,2021-07-01,CVX,91.23131561279297,107.0999984741211,105.73999786376953,106.94999694824219,10873200.0,3.0,-0.19235092952183663,95.18361476621412,88.54429355898118,51.773230817603505,4.1538039300116925,13.135098378716018,91.31779022216797,90.23815383911133,15.479999542236328,38.2925115237075
0,2021-07-01,DIS,175.09690856933594,177.60000610351562,174.60000610351562,175.35000610351562,5887100.0,3.0,-0.41716244850263706,177.07020020738253,170.52276243910183,48.936727387865325,20.8341054795867,6.176891824246233,173.83089090983074,177.0254264831543,15.479999542236328,38.2925115237075
0,2021-07-01,GS,340.5848083496094,381.6400146484375,374.1499938964844,380.70001220703125,2571000.0,3.0,1.4046260021121384,357.33099097254063,317.87323266027187,56.44275049626667,43.70169525130337,16.19008839428084,337.5952412923177,326.52830505371094,15.479999542236328,38.2925115237075
0,2021-07-01,HD,293.2732238769531,321.69000244140625,318.5,319.9100036621094,2578000.0,3.0,0.9271297978048096,292.71538529063287,273.9630387816328,57.788465150861136,132.02025105841884,9.515313834855947,284.54115193684896,289.5314056396484,15.479999542236328,38.2925115237075
0,2021-07-01,HON,204.2548065185547,221.25999450683594,219.66000366210938,220.5800018310547,1630200.0,3.0,-1.8160692395344995,214.52001824636045,194.3257169220966,49.88284037456117,-36.29502743570742,6.727699208622409,206.45026601155598,207.5684575398763,15.479999542236328,38.2925115237075
0,2021-07-01,IBM,119.18060302734375,141.0133819580078,140.12428283691406,140.49713134765625,2809661.0,3.0,0.3071955708704479,123.20325015372127,115.99474484139593,56.125209323074806,22.289400551511267,18.346568761837638,118.78668619791667,116.16220092773438,15.479999542236328,38.2925115237075
0,2021-07-01,INTC,51.25555419921875,56.63999938964844,55.869998931884766,56.130001068115234,24871600.0,3.0,-0.26874119664434204,53.50628723551854,50.38665290425196,46.15461181772627,-67.16522524705803,4.549846304383635,51.964468002319336,53.12670771280924,15.479999542236328,38.2925115237075
0,2021-07-01,JNJ,149.0563201904297,166.00999450683594,164.6300048828125,164.74000549316406,6320200.0,3.0,-0.4091946878373278,149.91007939976518,145.55659235316452,52.43181585454461,-15.710843285825762,8.99460622862693,148.94791107177736,148.3391881306966,15.479999542236328,38.2925115237075
0,2021-07-01,JPM,141.9966583251953,157.13999938964844,155.4199981689453,156.25999450683594,10479400.0,3.0,-1.372019212648695,151.2682784236496,131.57153023113554,51.57763478077634,-31.29510557286791,0.13454688404713913,143.62440032958983,142.17653045654296,15.479999542236328,38.2925115237075
0,2021-07-01,KO,48.19929122924805,54.47999954223633,53.86000061035156,54.34000015258789,13214700.0,3.0,-0.11919375647408259,50.13313972997426,47.70009124231578,50.20063230669691,-91.60982244576093,2.352506340619923,48.89690640767415,48.399192237854,15.479999542236328,38.2925115237075
0,2021-07-01,MCD,213.29286193847656,232.39999389648438,230.75,231.41000366210938,2210500.0,3.0,-0.14669240830440344,217.99017954759293,210.26684865064928,52.43464768311293,-59.498988064855226,3.1319992759870914,213.7789337158203,213.1709846496582,15.479999542236328,38.2925115237075
0,2021-07-01,MMM,142.5715789794922,166.9481658935547,165.34280395507812,166.76422119140625,2222048.0,3.0,-0.7768678549828394,148.28266329862376,135.91804623506764,52.69223121512798,-20.27032785368924,2.942448756011103,143.0916971842448,142.64926630655924,15.479999542236328,38.2925115237075
