,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,88.60104370117188,91.83999633789062,90.97750091552734,91.27999877929688,110737200.0,2.0,2.9708948780830013,91.3552467993089,79.01739114014421,62.80709981771344,107.5147715550621,26.84463178426123,82.71678263346354,76.59069061279297,28.6200008392334,53.06843568589815
0,2020-07-01,AMGN,220.26593017578125,256.2300109863281,232.5800018310547,235.52000427246094,6575800.0,2.0,3.335248414617439,213.15174882484936,183.63257124351,61.2796396782324,269.417040569516,29.66126547178125,197.0654307047526,198.04957529703776,28.6200008392334,53.06843568589815
0,2020-07-01,AXP,88.78777313232422,96.95999908447266,93.63999938964844,95.25,3301000.0,2.0,-0.3752229170961243,106.4684702297024,84.61571327249487,48.50481968018369,-66.25427913331147,1.8251773356805014,93.7612518310547,87.44673601786296,28.6200008392334,53.06843568589815
0,2020-07-01,BA,180.32000732421875,190.61000061035156,180.0399932861328,185.8800048828125,49036700.0,2.0,5.443193477575477,220.72113910562828,160.9328632747428,50.92577108114066,24.220608346258853,9.062550924559437,176.4723347981771,155.6141675313314,28.6200008392334,53.06843568589815
0,2020-07-01,CAT,114.37261962890625,129.39999389648438,125.87999725341797,129.3800048828125,2807800.0,2.0,1.2063978853004897,123.82625189778818,107.45394295694814,52.865422325310774,35.873871936149435,11.101666339373843,113.19828720092774,107.73221270243327,28.6200008392334,53.06843568589815
0,2020-07-01,CRM,190.82415771484375,192.82000732421875,187.4600067138672,188.10000610351562,4754600.0,2.0,4.168975392953939,193.98817746227246,168.10040285999315,58.10431096888323,139.93175645246168,21.493815905596346,179.19047953287762,169.99898401896158,28.6200008392334,53.06843568589815
0,2020-07-01,CSCO,39.80904769897461,46.720001220703125,46.0,46.540000915527344,17129500.0,2.0,0.2493927277980248,41.85578011048648,37.82625495421078,53.160562254297965,19.573523859905205,10.317517399998726,39.79376932779948,38.17452856699626,28.6200008392334,53.06843568589815
0,2020-07-01,CVX,71.2265396118164,90.7699966430664,87.55000305175781,89.27999877929688,6379400.0,2.0,-0.9333167990055813,83.20894774897772,67.29431229130549,47.829177720234355,-92.00449111604517,6.475812082140517,75.36096471150717,73.05400517781575,28.6200008392334,53.06843568589815
0,2020-07-01,DIS,111.6309585571289,115.5999984741211,112.29000091552734,112.81999969482422,11930900.0,2.0,-0.958125167881704,125.69831324896327,105.14592045465,49.23569565475949,-76.90018987228211,0.030421825295534295,116.19654922485351,110.02001876831055,28.6200008392334,53.06843568589815
0,2020-07-01,GS,176.1073760986328,199.74000549316406,195.52000427246094,198.8800048828125,2620100.0,2.0,0.5522401808928805,198.40888262492572,167.03463849323836,50.96276029608262,-35.7082114435245,4.814324306706707,179.82484232584636,169.1085459391276,28.6200008392334,53.06843568589815
0,2020-07-01,HD,221.3713836669922,250.3300018310547,246.92999267578125,249.64999389648438,3677300.0,2.0,2.1216374816573875,230.5744757555716,212.662558851362,55.50967710213433,20.64323837274162,11.195207281870855,220.37124328613282,206.48161824544272,28.6200008392334,53.06843568589815
0,2020-07-01,HON,130.91334533691406,146.47999572753906,142.97000122070312,145.22000122070312,2609500.0,2.0,-0.2987763179659453,147.13690669973764,121.6492161945495,49.99255363018569,-33.44818205031041,4.090258668816824,133.4336077372233,127.77853914896647,28.6200008392334,53.06843568589815
0,2020-07-01,IBM,91.35531616210938,115.8986587524414,113.16443634033203,114.98088073730469,4869967.0,2.0,-0.9756508168271552,103.63792131187861,86.57288267371709,47.489709587176456,-74.12700463502699,5.067576968101779,95.14393361409505,93.79174168904622,28.6200008392334,53.06843568589815
0,2020-07-01,INTC,52.42576217651367,60.029998779296875,58.7599983215332,59.90999984741211,14748100.0,2.0,-0.514214755017754,57.47118830809737,50.36044163575029,48.71404988839759,-78.99776328417086,2.601103384418373,54.479356129964195,53.49654630025228,28.6200008392334,53.06843568589815
0,2020-07-01,JNJ,122.84654998779297,141.38999938964844,140.05999755859375,140.69000244140625,6174800.0,2.0,-1.4586006035457189,130.2482616753768,119.86847950504314,46.815771439503465,-95.24540014310105,8.263697711610188,126.13527959187826,127.65763359069824,28.6200008392334,53.06843568589815
0,2020-07-01,JPM,81.65126037597656,95.70999908447266,93.02999877929688,94.88999938964844,18755700.0,2.0,-0.9693464395558777,98.73246696152219,76.77045891128054,46.82894802344226,-79.23541567389044,1.0040413998891415,86.72578735351563,83.54297218322753,28.6200008392334,53.06843568589815
0,2020-07-01,KO,38.78709411621094,45.529998779296875,44.709999084472656,44.93000030517578,14316500.0,2.0,-0.3854041430357853,42.766023648976194,37.201755892039436,46.685851926156246,-78.21464721528395,11.815029494683902,39.93366559346517,39.676614952087405,28.6200008392334,53.06843568589815
0,2020-07-01,MCD,165.65060424804688,186.44000244140625,183.72000122070312,184.9499969482422,2193800.0,2.0,-0.657402363993782,180.42437107092437,159.06699855798186,49.65613285339647,-58.51333589947418,1.9739374332015522,168.84431966145834,164.99760665893555,28.6200008392334,53.06843568589815
0,2020-07-01,MMM,107.66985321044922,131.93980407714844,129.8578643798828,130.7190704345703,1944218.0,2.0,0.3368285578085306,116.40278890923439,103.16180459662498,51.65537044746529,-11.87209517437698,6.6890884034395555,108.71054000854492,104.59530588785807,28.6200008392334,53.06843568589815
0,2020-07-01,MRK,65.00173950195312,75.32442474365234,73.58778381347656,73.88359069824219,9948769.0,2.0,-0.3670818935880362,68.68715994724545,60.70146691432683,50.13727040088623,-1.283518863227859,2.0336943473448796,64.7811092376709,65.34986731211345,28.6200008392334,53.06843568589815
0,2020-07-01,MSFT,196.48016357421875,206.35000610351562,201.77000427246094,203.13999938964844,32061200.0,2.0,4.846439345392895,198.7396223648397,174.73493055264078,61.18489072763517,140.8151428896813,26.830950316497002,183.1613779703776,175.96525039672852,28.6200008392334,53.06843568589815
0,2020-07-01,NKE,91.97578430175781,98.72000122070312,97.11000061035156,98.5,5733800.0,2.0,0.5913567689578088,99.1047427569078,88.13776212590471,52.34779895689219,-25.30528284879815,1.7758399757691945,93.18126754760742,87.84362653096517,28.6200008392334,53.06843568589815
0,2020-07-01,PG,106.7398910522461,120.38999938964844,118.9000015258789,119.6500015258789,6501200.0,2.0,0.5647953208582521,107.23861444031017,102.36761572326405,53.50852482211668,114.02288977089206,4.483214000685994,103.94934946695963,103.81167017618814,28.6200008392334,53.06843568589815
0,2020-07-01,TRV,101.5762710571289,114.79000091552734,112.19999694824219,113.95999908447266,930500.0,2.0,1.4572616999497683,113.29554885287256,96.80576492886571,51.84925569050545,9.061504767279013,1.1884633352073102,101.5503936767578,95.3607624053955,28.6200008392334,53.06843568589815
0,2020-07-01,UNH,277.84197998046875,300.3999938964844,295.239990234375,295.8299865722656,2303800.0,2.0,0.3682247892199939,289.9267105155654,259.61977691119245,53.236563625973766,18.221665199941505,4.529781614584652,275.78957112630206,269.5520980834961,28.6200008392334,53.06843568589815
0,2020-07-01,V,187.32437133789062,195.35000610351562,192.66000366210938,193.85000610351562,6394100.0,2.0,1.0107574400085753,194.33387834068768,181.1056373453475,53.31962780730763,-7.431635904382533,5.218169235183691,187.6092310587565,178.26197357177733,28.6200008392334,53.06843568589815
0,2020-07-01,VZ,41.636810302734375,55.33000183105469,54.58000183105469,55.09000015258789,12831600.0,2.0,-0.36812262796375705,44.90054074779589,40.48806818469923,47.04125214237475,-53.92573529571446,6.2517597069144895,42.52408612569173,42.87580267588297,28.6200008392334,53.06843568589815
0,2020-07-01,WBA,31.708955764770508,42.77000045776367,40.75,42.150001525878906,7063200.0,2.0,-0.154392077648275,35.867941020318995,30.544007374456402,46.45703896586789,-55.56725717923863,7.301860513228517,32.9926679611206,32.7790101369222,28.6200008392334,53.06843568589815
0,2020-07-01,WMT,37.34183883666992,39.973331451416016,39.5533332824707,39.81666564941406,19733700.0,2.0,-0.267986363947486,38.25863410462625,36.601627812488005,48.04068725883384,-68.41740365746324,0.7116659456727576,37.851314798990884,38.49863656361898,28.6200008392334,53.06843568589815
1,2020-07-02,AAPL,88.60104370117188,92.61750030517578,90.91000366210938,91.9625015258789,114041600.0,3.0,2.890911445350895,91.15532866771694,80.23420914356235,62.80709981771344,104.56222426276052,28.646180283669015,83.08081309000652,77.01807123819987,27.68000030517578,6.839099583269104
1,2020-07-02,AMGN,222.959716796875,261.4599914550781,252.8699951171875,252.8699951171875,3338000.0,3.0,4.661672757490294,217.93580170881333,182.0741134523195,62.242865079400666,310.85568124989425,33.33142914760467,197.93946075439453,198.78148854573567,27.68000030517578,6.839099583269104
1,2020-07-02,AXP,89.05210876464844,97.29000091552734,93.8499984741211,96.7699966430664,4239700.0,3.0,-0.5530796428564884,106.05831608819405,83.91861567450125,48.67228716088071,-67.00291577822536,2.277192483624855,93.88743387858072,87.55916582743326,27.68000030517578,6.839099583269104
1,2020-07-02,BA,180.80999755859375,187.7899932861328,180.42999267578125,185.5800018310547,41792300.0,3.0,4.838368081568234,220.74713127500598,160.55787055604873,51.0223590038815,17.93794948183391,9.062550924559428,178.05533447265626,156.26800079345702,27.68000030517578,6.839099583269104
1,2020-07-02,CAT,115.87871551513672,130.33999633789062,127.19000244140625,128.25,2527500.0,3.0,1.2760730012325325,123.74597296493623,107.42171960098175,53.812425152234646,50.620006855231246,12.258168084758994,113.56210912068686,107.83668912251791,27.68000030517578,6.839099583269104
1,2020-07-02,CRM,191.4606170654297,195.38999938964844,192.2899932861328,193.16000366210938,4200300.0,3.0,4.412807374104489,194.8324412278873,169.35342455580408,58.35378783379462,156.1795733939902,23.72728764330166,179.70759124755858,170.78559036254882,27.68000030517578,6.839099583269104
1,2020-07-02,CSCO,39.74806213378906,46.220001220703125,45.47999954223633,46.06999969482422,19632000.0,3.0,0.23634318684993616,41.79427017115833,37.812524186141474,52.99854184062164,-12.503868149286017,7.223152547953251,39.80959866841634,38.25158615112305,27.68000030517578,6.839099583269104
1,2020-07-02,CVX,71.7874526977539,90.36000061035156,88.16000366210938,89.37000274658203,5832800.0,3.0,-0.9567045807690562,82.89576230306777,66.95961489419786,48.34485301877273,-81.44812216394455,6.475812082140515,75.23388112386068,73.16999015808105,27.68000030517578,6.839099583269104
1,2020-07-02,DIS,110.81108856201172,115.0999984741211,112.0,115.0,10312000.0,3.0,-1.0094279251412246,124.80850472465038,104.89877524361135,48.67880562673517,-80.77099068527238,0.4703565678123939,115.94169794718424,110.20012741088867,27.68000030517578,6.839099583269104
1,2020-07-02,GS,175.95582580566406,203.0,197.1300048828125,202.5,2699400.0,3.0,0.3444104252464797,197.3409508712018,166.54980535438415,50.90714127450994,-29.399539212909186,7.2563615364083995,180.33253784179686,169.5900520324707,27.68000030517578,6.839099583269104
1,2020-07-02,HD,221.68362426757812,252.3000030517578,247.9199981689453,251.94000244140625,3369800.0,3.0,2.0534430815367557,230.55179902072592,212.64508971218424,55.644994770013405,35.403645101401686,12.892994291253448,220.71986440022786,207.3343251546224,27.68000030517578,6.839099583269104
1,2020-07-02,HON,131.739990234375,147.14999389648438,144.5500030517578,145.5800018310547,2758500.0,3.0,-0.2189528122468971,146.2200707939599,121.57677750315924,50.46214065325647,-24.871886048555105,3.2549977793869194,133.7058334350586,127.9415990193685,27.68000030517578,6.839099583269104
1,2020-07-02,IBM,92.2492904663086,116.08030700683594,114.01529693603516,114.42638397216797,3919362.0,3.0,-0.9521932454326247,103.13177724525042,86.37077936485701,48.33884734308501,-59.69540993662724,4.731099662301066,95.10077565511068,93.87241923014322,27.68000030517578,6.839099583269104
1,2020-07-02,INTC,52.71103286743164,59.810001373291016,58.970001220703125,59.189998626708984,15578600.0,3.0,-0.496433280252802,57.17786229595009,50.311453881418075,49.211850700504954,-70.30783024015173,2.6011033844183693,54.36138865152995,53.51226590474447,27.68000030517578,6.839099583269104
1,2020-07-02,JNJ,123.36286926269531,141.83999633789062,140.3300018310547,141.25,5152200.0,3.0,-1.3714345787402067,129.79803629143416,119.81464605109514,47.466206220413056,-77.89737819021167,7.156295433811236,125.96920496622721,127.72233912150065,27.68000030517578,6.839099583269104
1,2020-07-02,JPM,81.9164810180664,94.95999908447266,91.93000030517578,94.73999786376953,27845600.0,3.0,-1.0783687329596603,98.15059508064525,76.22491303703055,47.03266327148226,-89.99042813096175,2.6764930779360805,86.7909528096517,83.58562355041504,27.68000030517578,6.839099583269104
1,2020-07-02,KO,38.839019775390625,45.43000030517578,44.79999923706055,45.290000915527344,15111900.0,3.0,-0.37917281739146347,42.646261560020235,37.09577411502859,46.828473983565175,-75.17518587037333,11.81502949468391,39.91644846598307,39.65914459228516,27.68000030517578,6.839099583269104
1,2020-07-02,MCD,164.62799072265625,187.0,182.86000061035156,187.0,2690200.0,3.0,-0.7477697021475933,180.08083556582076,158.53859955380815,48.95294570516963,-68.35532109322499,3.0799421682807093,168.86343739827473,165.13355560302733,27.68000030517578,6.839099583269104
1,2020-07-02,MMM,108.78512573242188,132.84280395507812,130.81939697265625,131.78929138183594,2371429.0,3.0,0.36877252367514757,116.08860700781268,103.09429628198224,52.64227900568938,5.857344581709734,8.125218029933974,108.91443125406902,104.75532608032226,27.68000030517578,6.839099583269104
1,2020-07-02,MRK,65.5509033203125,75.67748260498047,74.63740539550781,74.97137451171875,6827825.0,3.0,-0.2227512562425744,68.42841922706369,60.78323467308279,51.01535352124454,21.169258819577138,3.279650805423483,64.8503480275472,65.3615098953247,27.68000030517578,6.839099583269104
1,2020-07-02,MSFT,197.97755432128906,208.02000427246094,205.0,205.67999267578125,29315800.0,3.0,5.09447738999387,199.65318450435277,176.0616455127371,61.85021344786222,146.8622198155828,28.557263121372095,183.82047220865886,176.65672353108724,27.68000030517578,6.839099583269104
1,2020-07-02,NKE,92.94844055175781,99.66000366210938,98.0199966430664,98.77999877929688,5354900.0,3.0,0.5742330620954306,98.89316808638314,88.08021066727896,53.15547288225064,-4.117236796272121,0.21688437432410826,93.36104151407878,88.07151069641114,27.68000030517578,6.839099583269104
1,2020-07-02,PG,107.54055786132812,122.56999969482422,120.52999877929688,121.0,6150900.0,3.0,0.7274315023387743,107.62619191592304,102.40973871762188,54.4133691839728,170.06173789014724,1.8975647366616433,104.17472712198894,103.94299799601237,27.68000030517578,6.839099583269104
